bathrooms,description,floor,location1,location2,price,price_m2,rooms,size,location,position
1.0,"Gilmar Madrid-Río (913643800) Ubicada en la zona de Prodolongo, vende magnifica vivienda, con una superficie con...",,Pradolongo,Moscardó (Distrito Usera. Madrid Capital),153.000,2.353,3.0,65,"Pradolongo, Moscardó (Distrito Usera. Madrid Capital)",
3.0,"Piso en una finca de obra nueva de 101 m2 de superficie construida y emplazado en la zona de Madrid Capital, pos...",0,"calle Doctor Juan José López Ibor,  22",Valdezarza (Distrito Moncloa-Aravaca. Madrid Capital),649.330,6.429,3.0,101,"calle Doctor Juan José López Ibor,  22, Valdezarza (Distrito Moncloa-Aravaca. Madrid Capital)",
4.0,"Excelente piso  a estrenar con calidades de lujo en una de las mejores calles del barrio de Los Jerónimos, cerca...",1ª,Retiro - los Jerónimos,Jerónimos (Distrito Retiro. Madrid Capital),1.225.000,7.424,3.0,165,"Retiro - los Jerónimos, Jerónimos (Distrito Retiro. Madrid Capital)",
1.0,"Gran oportunidad!! Vivienda de 3 dormitorios en móstoles.
 
 Vivienda situada en una de las mejores zonas de l...",1ª,"calle Onu de La, nº 76",Sur-Este (Móstoles),104.500,1.148,3.0,91,"calle Onu de La, nº 76, Sur-Este (Móstoles)",
1.0,"Edificio de 4 plantas sobre rasante sito en Guadarrama, Madrid.",,"calle General Muñoz Grandes, nº 1",Madrid Capital,152.135,1.289,4.0,118,"calle General Muñoz Grandes, nº 1, Madrid Capital",
1.0,"Oportunidad en la zona de leganes cerca de la avenida de fuenlabrada. Segunda planta próximamente con ascensor, ...",2ª,Centro,Centro (Leganés),108.000,2.037,2.0,53,"Centro, Centro (Leganés)",
2.0,"Agencia inmobiliaria de móstoles - zona villafontana ii vende piso en villafontana ii - entrada, salón, cocina, ...",,Sur-Este,Sur-Este (Móstoles),160.000,1.333,3.0,120,"Sur-Este, Sur-Este (Móstoles)",
1.0,"Agencia inmobiliaria de móstoles - zona villafontana ii vende piso en calle baleares, compuesto de entrada, saló...",,Sur-Este,Sur-Este (Móstoles),130.000,1.884,3.0,69,"Sur-Este, Sur-Este (Móstoles)",
1.0,"Fantásticos pisos en Bustarviejo, de una, dos y tres habitaciones, DESDE 98000 EUR, salón grande con balcones de...",0,Centro,Bustarviejo,70.000,1.000,2.0,70,"Centro, Bustarviejo",
3.0,"Financiacasa vende extraordinaria vivienda de cuatro dormitorios, con armarios empotrados y aire acondicionado e...",1ª,calle Pedro Rico,La Paz (Distrito Fuencarral-El Pardo. Madrid Capital),625.000,3.906,4.0,160,"calle Pedro Rico, La Paz (Distrito Fuencarral-El Pardo. Madrid Capital)",
1.0,"Pronto Piso pone a la venta este inmueble en segunda planta exterior con ascensor con 55m² útiles, ubicado en el...",1ª,calle San Elias,Zofío (Distrito Usera. Madrid Capital),145.000,2.301,3.0,63,"calle San Elias, Zofío (Distrito Usera. Madrid Capital)",
1.0,"Excelente piso de 1 dormitorio seminuevo, junto a la plaza de barajas. Todas las estancias independientes, exter...",,Barajas - Barajas Pueblo,Casco Histórico de Barajas (Distrito Barajas. Madrid Capital),180.000,3.333,1.0,54,"Barajas - Barajas Pueblo, Casco Histórico de Barajas (Distrito Barajas. Madrid Capital)",
1.0,"Piso de 3 dormitorios, reformado. En planta baja, con plato de ducha. Dispone de terraza. Calefacción por gas na...",,calle Tielmes,"Puerta de Madrid, El Juncal (Distrito Reyes Católicos. Alcalá de Henares)",110.000,1.486,3.0,74,"calle Tielmes, Puerta de Madrid, El Juncal (Distrito Reyes Católicos. Alcalá de Henares)",
1.0,Gilmar Consulting Inmobiliario Castellana-Orense (915830333) pone a la venta este estupendo piso exterior y lumi...,,Almenara,Pilar (Distrito Fuencarral-El Pardo. Madrid Capital),175.000,4.069,2.0,43,"Almenara, Pilar (Distrito Fuencarral-El Pardo. Madrid Capital)",
1.0,"Piso reformado, con terraza integrada en la cocina y terraza acristalada en el comedor. Agua y calefacción inclu...",4ª,Parque de los Estados,Avanzada-La Cueva (Fuenlabrada),145.000,2.071,3.0,70,"Parque de los Estados, Avanzada-La Cueva (Fuenlabrada)",
1.0,"Directing international properties ofrece magnifico piso exterior reformado, en zona universidad perteneciente a...",2ª,Madrid,Universidad-Malasaña (Distrito Centro. Madrid Capital),470.000,6.527,1.0,72,"Madrid, Universidad-Malasaña (Distrito Centro. Madrid Capital)",
2.0,"World gestion inmobiliaria vende en exclusiva piso malasaña:

Estupendo piso en una primera planta exterior mu...",,Centro - Universidad - Malasaña,Universidad-Malasaña (Distrito Centro. Madrid Capital),369.000,5.676,2.0,65,"Centro - Universidad - Malasaña, Universidad-Malasaña (Distrito Centro. Madrid Capital)",
1.0,"Vivienda2 vende piso para reformar en el distrito Ciudad Lineal, específicamente en el barrio Ventas, y que adem...",1ª,Ventas,Ventas (Distrito Ciudad Lineal. Madrid Capital),169.000,2.347,2.0,72,"Ventas, Ventas (Distrito Ciudad Lineal. Madrid Capital)",
2.0,Piso en venta en una zona muy céntrica del municipio de San Agustín; junto a gran variedad de servicios: próximo...,,calle Juan Carlos I,San Agustín del Guadalix,169.000,1.817,3.0,93,"calle Juan Carlos I, San Agustín del Guadalix",
3.0,"INMO III vende piso de 4 dormitorios , salón independiente , cocina amueblada, 2 baños completos y un aseo ,tend...",2ª,Alberto Aguilera,Universidad-Malasaña (Distrito Centro. Madrid Capital),1.150.000,6.388,4.0,180,"Alberto Aguilera, Universidad-Malasaña (Distrito Centro. Madrid Capital)",
1.0,Pasocorrecto Inmobiliaria comercializa en Leganés: PISO para reformar de 70 m2 en 2ª planta con ascensor. Consta...,2ª,Apartamento en Centro,Centro (Leganés),143.000,2.014,3.0,71,"Apartamento en Centro, Centro (Leganés)",
1.0,"Gran oportunidad!! Piso de 3 dormitorios en navalcarnero.
 
 Piso con orientación sur, situado en la cuarta pl...",4ª,"calle calle Rio Alberche, nº 7",Navalcarnero,72.500,1.050,3.0,69,"calle calle Rio Alberche, nº 7, Navalcarnero",
1.0,"¡Piso a reformar en periodo de transparencia!!!!

Vivienda situada en la calle sargento barriga, distrito de v...",,calle Sargento Barriga,San Andrés (Distrito Villaverde. Madrid Capital),137.000,1.756,3.0,78,"calle Sargento Barriga, San Andrés (Distrito Villaverde. Madrid Capital)",
1.0,"No cobramos honorarios al comprador. Trato directo con la propiedad, total transparencia.
Totalmente reformada,...",,Villaverde Bajo,Butarque (Distrito Villaverde. Madrid Capital),98.000,1.633,2.0,60,"Villaverde Bajo, Butarque (Distrito Villaverde. Madrid Capital)",
2.0,"Gilmar Consulting Inmobiliario vende esta fantástica vivienda situada en el Distrito de Retiro, Barrio de Ibiza,...",,Ibiza,Goya (Distrito Salamanca. Madrid Capital),799.000,4.618,4.0,173,"Ibiza, Goya (Distrito Salamanca. Madrid Capital)",
1.0,¡Oportunidad! - somos propiedad - sin comisiones - te buscamos financiación el inmueble es muy luminoso y está d...,,calle Fuenlabrada,Casco Antiguo (Alcorcón),97.000,1.227,3.0,79,"calle Fuenlabrada, Casco Antiguo (Alcorcón)",
2.0,"Estupendo piso en el casco antiguo de galapagar, con todos los servicios y paradas de autobús a escasos pasos.
...",,calle de Victorino Martin Andres,Zona Calle Casa Amarilla (Galapagar),129.000,1.216,3.0,106,"calle de Victorino Martin Andres, Zona Calle Casa Amarilla (Galapagar)",
2.0,"Vivienda en preciosa urbanización privada con piscina, pista de pádel y zona de juegos infantil, a 3 minutos and...",,"calle Andalucia, N.10,  1ª C, nº 10",Centro (Valdemoro),184.000,,3.0,,"calle Andalucia, N.10,  1ª C, nº 10, Centro (Valdemoro)",
1.0,"Palos de moguer-se vende piso de 2 dormitorios, salón,cocina, baño y dos balcones a la calle, reformado en 2019 ...",1ª,Junto Al Paseo de Las Delicias,Palos de Moguer (Distrito Arganzuela. Madrid Capital),275.000,5.000,2.0,55,"Junto Al Paseo de Las Delicias, Palos de Moguer (Distrito Arganzuela. Madrid Capital)",
3.0,"Vivienda2 pone a la venta atractiva oportunidad de inversión en una inmejorable zona, es decir, en el distrito C...",2ª,Arapiles,Gaztambide (Distrito Chamberí. Madrid Capital),819.900,4.480,6.0,183,"Arapiles, Gaztambide (Distrito Chamberí. Madrid Capital)",
1.0,"TECNOCASA vende piso en Calle Ocaña de 100 m2 distribuidos en: Hall, cuatro dormitorios, amplio salón, dos baños...",,Aluche,Aluche (Distrito Latina. Madrid Capital),245.000,2.450,4.0,100,"Aluche, Aluche (Distrito Latina. Madrid Capital)",
1.0,"Casaktua ofrece en exclusiva vivienda de segunda mano de 72 metros cuadrados aproximadamente, en Móstoles (Madri...",0,"calle Alonso Cano, nº 2",Norte-Universidad (Móstoles),81.000,1.094,3.0,74,"calle Alonso Cano, nº 2, Norte-Universidad (Móstoles)",
2.0,Piso reformado en edificio construccion de 1962 en zona Bernabeou.  Orientación Sur por lo que tiene luz natural...,5ª,Nueva España,Nueva España (Distrito Chamartín. Madrid Capital),790.000,6.220,2.0,127,"Nueva España, Nueva España (Distrito Chamartín. Madrid Capital)",
1.0,Gilmar Madrid-Río vende magnífico piso de 3 dormitorios en Las Águilas. Vivienda con reforma integral con máxima...,,Las Águilas,Las Águilas (Distrito Latina. Madrid Capital),285.000,3.352,3.0,85,"Las Águilas, Las Águilas (Distrito Latina. Madrid Capital)",
2.0,"URBAN VENDE! Piso situado en la zona de V Centenario de 132 metros compuesto de entrada, salón independiente, co...",,calle Paraguay,San Nicasio-Campo de Tiro-Solagua (Leganés),255.900,2.284,4.0,112,"calle Paraguay, San Nicasio-Campo de Tiro-Solagua (Leganés)",
2.0,"Piso de tipologia L8 exterior, sin patios interiores, bonitas vistas, muy luminoso, planta 6, buen estado, para ...",,Vinateros,Vinateros (Distrito Moratalaz. Madrid Capital),264.000,2.778,3.0,95,"Vinateros, Vinateros (Distrito Moratalaz. Madrid Capital)",
3.0,"Directing International Properties comercializa impresionante piso señorial con dos terrazas, al lado del Corte ...",1ª,Madrid,Gaztambide (Distrito Chamberí. Madrid Capital),995.000,3.395,9.0,293,"Madrid, Gaztambide (Distrito Chamberí. Madrid Capital)",
3.0,"Vivienda en urbanización cerrada, en primera planta exterior con orientación Sur - Este - Norte. 
Según la distr...",1ª,"calle Sangenjo, nº 17",La Paz (Distrito Fuencarral-El Pardo. Madrid Capital),520.000,2.587,5.0,201,"calle Sangenjo, nº 17, La Paz (Distrito Fuencarral-El Pardo. Madrid Capital)",
1.0,"Gran piso en zona la Cañada, 4 dormitorios, salón comedor independiente con terraza, cocina amueblada con terraz...",1ª,Zona Sureste,Zona Sureste (Torrejón de Ardoz),135.000,1.350,4.0,100,"Zona Sureste, Zona Sureste (Torrejón de Ardoz)",
2.0,"Piso en venta en Arganda del Rey. Ubicado en Urbanización La Marantina, a diferencia del resto de urbanizaciones...",2ª,La Perlita-Colonia de los Almendros,La Perlita-Colonia de los Almendros (Arganda del Rey),242.000,1.766,3.0,137,"La Perlita-Colonia de los Almendros, La Perlita-Colonia de los Almendros (Arganda del Rey)",
1.0,"C/Ordoñez.Hall,salón independiente de 31 m2 cocina con tebdedero,tres dormitorios dobles y dos baños . Portero f...",,calle de Ordoñez,Centro (Leganés),250.000,2.083,3.0,120,"calle de Ordoñez, Centro (Leganés)",
2.0,"Piso totalmente reformado, dos dormitorios, dos baños, uno de los baños en suite, vestidor. Salón y cocina de di...",0,Goya,Goya (Distrito Salamanca. Madrid Capital),615.000,7.068,2.0,87,"Goya, Goya (Distrito Salamanca. Madrid Capital)",
1.0,"C. R. Homes inmobiliaria vende piso en parla-centro
Vivienda compuesta por 3 dormitorios, cocina amueblada, bañ...",1ª,Parla Centro,Villajuventus-San Ramón (Parla),121.990,1.402,3.0,87,"Parla Centro, Villajuventus-San Ramón (Parla)",
1.0,"''''agencia inmobiliaria de madrid - zona avda. Ciudad de barcelona - dr. Esquerdo. Tecnocasa vende piso:

se tr...",5ª,calle los Mesejo,Adelfas (Distrito Retiro. Madrid Capital),280.000,3.373,3.0,83,"calle los Mesejo, Adelfas (Distrito Retiro. Madrid Capital)",
1.0,"Tecnocasa Alcobendas ofrece en exclusiva magnifico inmueble junto a la calle constitucion. 
El inmueble se distr...",4ª,Centro,Centro (Alcobendas),115.000,1.854,3.0,62,"Centro, Centro (Alcobendas)",
5.0,"Gilmar Consulting Inmobiliario vende esta lujosa y extraordinaria vivienda situada en zona privilegiada, Distrit...",,Ibiza,Ibiza (Distrito Retiro. Madrid Capital),2.800.000,8.115,4.0,345,"Ibiza, Ibiza (Distrito Retiro. Madrid Capital)",
2.0,"Chamberí- arapiles vivienda en la colonia san cristobal (parque móvil), una de las zonas mas exclusivas de madri...",0,"Colonia San Cristobal, en Pleno Distrito de Chamberí.",Arapiles (Distrito Chamberí. Madrid Capital),445.000,4.587,2.0,97,"Colonia San Cristobal, en Pleno Distrito de Chamberí., Arapiles (Distrito Chamberí. Madrid Capital)",
2.0,YM Inmobiliaria - Vende Gran Piso Exterior en muy buena ubicación Tiene 4 Habitaciones 1 Baño y 1 Aseo. La casa ...,1ª,calle Hermenegildo Bielsa,Abrantes (Distrito Carabanchel. Madrid Capital),285.000,2.298,4.0,124,"calle Hermenegildo Bielsa, Abrantes (Distrito Carabanchel. Madrid Capital)",
2.0,"¡ Espectacular piso!

Si buscas amplitud y comodidad, atento a éste piso. Grupo inmobiliario tizona vende en u...",,Móstoles - Suroeste - Zona Hospital en Móstoles,Oeste (Móstoles),225.900,1.882,4.0,120,"Móstoles - Suroeste - Zona Hospital en Móstoles, Oeste (Móstoles)",
1.0,"AREA UNO asesores inmobiliarios VENDE piso TOTALMENTE REFORMADO, 1º planta con ascensor, situado en el distrito ...",1ª,calle de La Arquitectura,Acacias (Distrito Arganzuela. Madrid Capital),160.000,5.333,1.0,30,"calle de La Arquitectura, Acacias (Distrito Arganzuela. Madrid Capital)",
2.0,"InmoElite presenta, sin comisión al comprador, un INTERESANTE PISO DE CUATRO DORMITORIOS.Dispone de un espacioso...",,El Cantizal,El Cantizal (Las Rozas de Madrid),435.000,3.107,4.0,140,"El Cantizal, El Cantizal (Las Rozas de Madrid)",
1.0,"""Apartamento en urb. privada con piscina, zona de barbacoa, jardines comunitarios, parque infantil y seguridad p...",2ª,Avenida Principe de Asturias,Centro (Villaviciosa de Odón),215.000,3.583,1.0,60,"Avenida Principe de Asturias, Centro (Villaviciosa de Odón)",
1.0,"Se venden: a) Piso en la Av. Dos de Mayo y b) Plaza de garaje, ambas propiedades se ofrecen por separado.Piso ex...",3ª,"Avenida Dos de Mayo, Móstoles",Oeste (Móstoles),159.000,1.606,3.0,99,"Avenida Dos de Mayo, Móstoles, Oeste (Móstoles)",
2.0,"Housfy, Sin Comisiones de Agencia.

Santiago vende de particular a particular este fantástico inmueble en Boadil...",,calle calle Cristóbal Colón,Sector B (Boadilla del Monte),499.000,2.482,4.0,201,"calle calle Cristóbal Colón, Sector B (Boadilla del Monte)",
1.0,se vende piso muy bien situado a 5 min de metro Laguna en zona con varios parques alrededor con zona comercial a...,9ª,calle Cullera,Aluche (Distrito Latina. Madrid Capital),115.000,1.597,2.0,72,"calle Cullera, Aluche (Distrito Latina. Madrid Capital)",
3.0,"Piso en esquina de edificio todo exterior, con 5 balcones a la calle ayala, totalmente reformado a estrenar. En ...",1ª,Apartamento en calle Ayala,Goya (Distrito Salamanca. Madrid Capital),665.000,6.045,3.0,110,"Apartamento en calle Ayala, Goya (Distrito Salamanca. Madrid Capital)",
1.0,n.d.,,calle de Nuestra Senora de Guadalupe,Centro (Leganés),107.260,1.430,4.0,75,"calle de Nuestra Senora de Guadalupe, Centro (Leganés)",
1.0,"piso total reformado, 2 dormitorios, cocina equipada, baño completo.",0,Avenida Conde de Barcelona1,Valdepelayo-Arroyo Culebro (Leganés),A,,2.0,60,"Avenida Conde de Barcelona1, Valdepelayo-Arroyo Culebro (Leganés)",
2.0,"Magnifica vivienda de 158 m2 construidos, con 4 amplios dormitorios, 2 baños completos, despensa, salón de más d...",2ª,"calle Amapola, nº 17",Cuevas-Ilustración (Ciempozuelos),132.000,835,4.0,158,"calle Amapola, nº 17, Cuevas-Ilustración (Ciempozuelos)",
2.0,Agencia inmobiliaria de móstoles zona móstoles - plaza del pradillo - princesa vende excelente vivienda situada ...,,Norte-Universidad,Norte-Universidad (Móstoles),169.900,1.846,3.0,92,"Norte-Universidad, Norte-Universidad (Móstoles)",
1.0,"CENTRO INMOBILIARIO ***VENDE*** EN AJALVIR  pueblo de la comunidad de Madrid, a tan solo 26 km de la capital. Pi...",,"Ajalvir, Zona de - Ajalvir",Ajalvir,195.000,3.250,1.0,60,"Ajalvir, Zona de - Ajalvir, Ajalvir",
2.0,,,Collado Villalba - Parque de La Coruña - Las Suertes,Parque de La Coruña-Las Suertes (Collado Villalba),175.000,1.250,4.0,140,"Collado Villalba - Parque de La Coruña - Las Suertes, Parque de La Coruña-Las Suertes (Collado Villalba)",
1.0,"Gran oportunidad en venta y alquiler, en una de las mejores zona de alcorcón dada su gran comunicación con todo ...",,calle Independencia,Casco Antiguo (Alcorcón),175.000,2.302,,76,"calle Independencia, Casco Antiguo (Alcorcón)",
1.0,Gilmar Consulting Inmobiliario Castellana-Orense (915830333) pone a la venta este exclusivo piso de 49 m² distri...,,Apartamento en Castellana-Orense,Cuatro Caminos (Distrito Tetuán. Madrid Capital),375.000,7.653,2.0,49,"Apartamento en Castellana-Orense, Cuatro Caminos (Distrito Tetuán. Madrid Capital)",
2.0,"Piso de dos dormitorios y dos baños. Se encuentra situado en un edificio de obra nueva de seis alturas, que disp...",,"calle Duque de Ahumada, nº 3",Centro (Valdemoro),157.000,1.847,2.0,85,"calle Duque de Ahumada, nº 3, Centro (Valdemoro)",
3.0,"Vivienda2 te ofrece un espectacular ático-duplex listo para entrar con garaje con acceso directo, ascensor y tra...",4ª,Berruguete,Berruguete (Distrito Tetuán. Madrid Capital),549.000,6.695,3.0,82,"Berruguete, Berruguete (Distrito Tetuán. Madrid Capital)",
1.0,"Vivienda de dos dormitorios, salón independiente muy bien distribuido, cocina independiente con vitroceramica, e...",2ª,calle Francisco de La Fuente,Casco Histórico de Vallecas (Distrito Villa de Vallecas. Madrid Capital),125.000,1.865,2.0,67,"calle Francisco de La Fuente, Casco Histórico de Vallecas (Distrito Villa de Vallecas. Madrid Capital)",
1.0,"""atrapa tu casa vende apartamento reformado en el centro de madrid, en zona ""la latina""/ ""el rastro"".

Este co...",,Apartamento en calle de La Ruda,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),220.000,5.945,1.0,37,"Apartamento en calle de La Ruda, Embajadores-Lavapiés (Distrito Centro. Madrid Capital)",
1.0,"Piso en quintana de 49 m², 2 dormitorios, cocina americana baño con ducha de obra, exterior con orientación sure...",,Quintana,Quintana (Distrito Ciudad Lineal. Madrid Capital),195.000,3.979,2.0,49,"Quintana, Quintana (Distrito Ciudad Lineal. Madrid Capital)",
1.0,Agencia inmobiliaria de móstoles- zona móstoles centro- vende piso en la zona de la calle barcelona que consta d...,,Centro,Centro (Móstoles),116.000,,3.0,,"Centro, Centro (Móstoles)",
